PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 01,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 04,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 07,1005408,Steam Turbine,90,,1-Jun-78,1978,30-Mar-19,Coal Subbituminous,Petroleum Coke,Coal,11443,Base Load,Removed,Boiler 07,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired OFA LNB ESP-HS (TOXECON Mercury Control BAG 2005) (FGD-DS-SDA ACIS-PAC BOFA-2016),615000,lbs/hr,307.5,1625,PSIG,112,1005,deg F,541,Stone & Webster,,1010,,46.579223,-87.396124,0
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 02,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 06,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 05,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
Black Hills Corporation,Black Hills Corporation,Black Hills Corporation,Neil Simpson Wygen I Power Complex,Gillette,Campbell,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1015389,Wygen 01,1012199,Steam Turbine,90,1-Jan-01,23-Jan-03,2003,,Coal Subbituminous,Natural Gas,Coal,12332,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired (12 DRB-4Z burners) LNB SCR BAG FGD-WS,778000,lbs/hr,389,1620,PSIG,112,1005,deg F,541,Black & Veatch Pritchard,Black & Veatch Pritchard,1014,2001,44.285418,-105.383292,0
Ri-Corp Development Incorporated,Gilberton Power Company,Gilberton Power Company,John B Rich Memorial Power Station,Frackville,Schuylkill,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1028856,Gilberton 01,1012033,Steam Turbine,88,,1-Feb-88,1988,,Coal Waste,Fuel Oil No. 2 Distillate Diesel,Coal,11818,Base Load,Operational,CFB 01,Fluidized Bed Boiler,Sumitomo FW,Pyropower ACFB BAG,400000,lbs/hr,200,1500,PSIG,103,955,deg F,513,,,,,40.7903,-76.1983,1
Ri-Corp Development Incorporated,Gilberton Power Company,Gilberton Power Company,John B Rich Memorial Power Station,Frackville,Schuylkill,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1028856,Gilberton 01,1012033,Steam Turbine,88,,1-Feb-88,1988,,Coal Waste,Fuel Oil No. 2 Distillate Diesel,Coal,11818,Base Load,Operational,CFB 02,Fluidized Bed Boiler,Sumitomo FW,Pyropower ACFB BAG,400000,lbs/hr,200,1500,PSIG,103,955,deg F,513,,,,,40.7903,-76.1983,1
Charah Incorporated,Charah Solutions,Genon Wholesale Generation LP,Avon Lake Power Station,Avon Lake,Lorain,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4931,1014633,Avon Lake 06,1003855,Steam Turbine,86,,1-Nov-49,1949,1-Dec-97,Natural Gas,,Natural Gas,11767,Peak Load,Closed,Boiler 09,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,950000,lbs/hr,475,900,PSIG,62,950,deg F,510,,,,,41.504167,-82.054444,0
Charah Incorporated,Charah Solutions,Genon Wholesale Generation LP,Avon Lake Power Station,Avon Lake,Lorain,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4931,1014633,Avon Lake 07,1003856,Steam Turbine,86,,1-Dec-49,1949,31-May-16,Coal Bituminous,,Coal,11481,Peak Load,Closed,Boiler 10,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired ESP,950000,lbs/hr,475,900,PSIG,62,950,deg F,510,,,1131,,41.504167,-82.054444,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Kahe Generating Station,Kekaha,Kauai,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1060593,Kahe 03,1029894,Steam Turbine,85.8,,1-Aug-70,1970,,Fuel Oil No. 6 Residual,,Fuel Oil,10574,Base Load,Operational,Boiler 03,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,610000,lbs/hr,305,1800,PSIG,124,1000,deg F,538,,,,,21.356395,-158.128853,0
City of Cleveland,Cleveland Public Power,Cleveland Public Power,Lake Road Power Station,Cleveland,Cuyahoga,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1500032,Lake Road 11,1017322,Steam Turbine,85,,1-Jan-67,1967,1-Oct-00,Coal Bituminous,,Coal,,Peak Load,Removed,Boiler 06,Watertube Boiler,,PC,,lbs/hr,,,PSIG,,,deg F,,,,,,41.535556,-81.642489,0
Puerto Rico Electric Power Authority,Puerto Rico Electric Power Authority,Puerto Rico Electric Power Authority,Central Costa Sur,Guayanilla,Guayanilla,PR,Puerto Rico,U.S.A.,Southeast,North America,Power,4911,1038162,Costa Sur 04,1041126,Steam Turbine,85,,1-Jan-68,1968,,Fuel Oil No. 6 Residual,,Fuel Oil,11500,Peak Load,Operational,Boiler 04,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential Fired,490000,lbs/hr,245,1500,PSIG,103,1005,deg F,541,,,,,18.000896,-66.753698,0
Puerto Rico Electric Power Authority,Puerto Rico Electric Power Authority,Puerto Rico Electric Power Authority,Central Costa Sur,Guayanilla,Guayanilla,PR,Puerto Rico,U.S.A.,Southeast,North America,Power,4911,1038162,Costa Sur 03,1041125,Steam Turbine,85,,1-Jan-67,1967,,Fuel Oil No. 6 Residual,,Fuel Oil,11600,Peak Load,Operational,Boiler 03,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential Fired,490000,lbs/hr,245,1500,PSIG,103,1005,deg F,541,,,,,18.000896,-66.753698,0
Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,West Phoenix Power Station,Phoenix,Maricopa,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911,1015878,West Phoenix CC 02B CT/HRSG/ST,1006538,Combined Cycle Single Shaft,85,,1-Jun-76,1976,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9220,Intermediate Load,Operational,HRSG 02,Heat Recovery Steam Generator (HRSG),GE Power,Hamon Research-Cottrell SCR GE PACKAGE,34000,lbs/hr,17,600,PSIG,41,486,deg F,252,,,,,33.4417,-112.1583,0
City of Alexandria,Alexandria Utilities Division,Alexandria Utilities Division,D G Hunter Power Station,Alexandria,Rapides,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1005449,Hunter 04,1004064,Steam Turbine,85,,1-Jun-74,1974,31-Mar-16,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9188,Peak Load,Closed,Boiler 04,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired,801000,lbs/hr,400.5,1350,PSIG,93,1000,deg F,538,Black & Veatch Pritchard,,1041,,31.320829,-92.461909,0
Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,West Phoenix Power Station,Phoenix,Maricopa,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911,1015878,West Phoenix CC 01B CT/HRSG/ST,1006533,Combined Cycle Single Shaft,85,,1-Jun-76,1976,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9037,Intermediate Load,Operational,HRSG 01,Heat Recovery Steam Generator (HRSG),GE Power,Hamon Research-Cottrell SCR GE PACKAGE,34000,lbs/hr,17,600,PSIG,41,486,deg F,252,,,,,33.4417,-112.1583,0
Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,West Phoenix Power Station,Phoenix,Maricopa,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911,1015878,West Phoenix CC 03B CT/HRSG/ST,1006541,Combined Cycle Single Shaft,85,,1-Jun-76,1976,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9003,Intermediate Load,Operational,HRSG 03,Heat Recovery Steam Generator (HRSG),GE Power,Hamon Research-Cottrell SCR GE PACKAGE,34000,lbs/hr,17,600,PSIG,41,486,deg F,252,,,,,33.4417,-112.1583,0
Public Service Enterprise Group Incorporated,PSEG Power Connecticut LLC,Consolidated Asset Management Services - CAMS,Bridgeport Harbor Power Station,Bridgeport,Fairfield,CT,Connecticut,U.S.A.,New England,North America,Power,4931,1018491,Bridgeport Harbor 01,1008268,Steam Turbine,85,,1-Nov-57,1957,1-Aug-98,Fuel Oil No. 6 Residual,,Fuel Oil,10171,Peak Load,Closed,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired LEA ESP-CS,575000,lbs/hr,287.5,1450,PSIG,100,1000,deg F,538,,,857,,41.1706,-73.1844,0
Exelon Corporation,Exelon Generation Company LLC,Exelon Generation Company LLC,Riverside Power Station,Dundalk,Baltimore,MD,Maryland,U.S.A.,Mid Atlantic,North America,Power,4931,1014861,Riverside 05,1019495,Steam Turbine,85,,1-Sep-53,1953,1-Dec-93,Natural Gas,,Natural Gas,12084,Peak Load,Closed,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,LNB OFA FGR,,lbs/hr,,,PSIG,,,deg F,,,,,,39.2369,-76.5133,0
American Electric Power Company Incorporated,Public Service Company of Oklahoma,Public Service Company of Oklahoma,Southwestern Power Station,Anadarko,Caddo,OK,Oklahoma,U.S.A.,Southwest,North America,Power,4911,1014392,Southwestern 01 ST,1007337,Steam Turbine,84,,1-Jul-52,1952,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12060,Peak Load,Operational,Boiler 1N,Watertube Boiler,Babcock & Wilcox,S-1853 Front-Fired,350000,lbs/hr,175,1000,PSIG,69,1000,deg F,538,,,482,,35.101589,-98.352166,0
American Electric Power Company Incorporated,Public Service Company of Oklahoma,Public Service Company of Oklahoma,Southwestern Power Station,Anadarko,Caddo,OK,Oklahoma,U.S.A.,Southwest,North America,Power,4911,1014392,Southwestern 01 ST,1007337,Steam Turbine,84,,1-Jul-52,1952,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12060,Peak Load,Operational,Boiler 1S,Watertube Boiler,Babcock & Wilcox,S-9747 Front-Fired,350000,lbs/hr,175,1000,PSIG,69,1000,deg F,538,,,482,,35.101589,-98.352166,0
American Electric Power Company Incorporated,Public Service Company of Oklahoma,Public Service Company of Oklahoma,Southwestern Power Station,Anadarko,Caddo,OK,Oklahoma,U.S.A.,Southwest,North America,Power,4911,1014392,Southwestern 02 ST,1007347,Steam Turbine,84,,1-Mar-54,1954,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12060,Peak Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,S-9742 SN:17438 Front-Fired,350000,lbs/hr,175,1000,PSIG,69,1000,deg F,538,,,940,,35.101589,-98.352166,0
Evergy Incorporated,Evergy Incorporated,Evergy Incorporated,Tecumseh Energy Center,Tecumseh,Shawnee,KS,Kansas,U.S.A.,Midwest,North America,Power,4911,1016729,Tecumseh 07/09,1006250,Steam Turbine,82,,1-Aug-57,1957,1-Oct-18,Coal Subbituminous,Natural Gas,Coal,11561,Base Load,Removed,Boiler 09,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired ESP-CS (ACT) (LNB-2013) (ACI-2015),635000,lbs/hr,317.5,1800,PSIG,124,1000,deg F,538,Black & Veatch,,,,39.053971,-95.568643,0
Berkshire Hathaway Incorporated,NV Energy Incorporated,NV Energy Incorporated,Sunrise Power Station,Las Vegas,Clark,NV,Nevada,U.S.A.,Rocky Mountains,North America,Power,4911,1032880,Sunrise 01,1006268,Steam Turbine,82,,1-May-64,1964,31-Jan-12,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10599,Peak Load,Removed,Boiler 01,Watertube Boiler,Babcock & Wilcox,SN:21095,,lbs/hr,,,PSIG,,,deg F,,,,899,,36.138357,-115.035179,0
ArcLight Capital Holdings LLC,Generation Bridge,Consolidated Asset Management Services - CAMS,Montville Power Station,Uncasville,New London,CT,Connecticut,U.S.A.,New England,North America,Power,4931,1016533,Montville 05,1008226,Steam Turbine,82,,1-Jan-54,1954,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,12080,Peak Load,Operational,Boiler 05,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired LEA ESP-CS,575000,lbs/hr,287.5,1450,PSIG,100,1000,deg F,538,"United Engineers & Constructors, Inc.",,,,41.42778,-72.10044,0
Footprint Power LLC,Footprint Power LLC,NAES Corporation,Salem Harbor Power Station,Salem,Essex,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1017623,Salem Harbor 01,1007977,Steam Turbine,82,,1-Nov-51,1951,31-Dec-11,Coal Bituminous,Fuel Oil No. 6 Residual,Coal,11416,Base Load,Closed,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,RB-103 PC Front-Fired LNB SNCR ESP-CS,650000,lbs/hr,325,1500,PSIG,103,1000,deg F,538,"United Engineers & Constructors, Inc.","United Engineers & Constructors, Inc.",954,,42.52567,-70.87567,0
MDU Resources Group Incorporated,Montana-Dakota Utilities Company,Montana-Dakota Utilities Company,R M Heskett Power Station,Mandan,Morton,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911,1017742,R M Heskett 02 ACFB,1007297,Steam Turbine,82,,1-Nov-63,1963,22-Feb-22,Coal Lignite,Coal Subbituminous,Coal,13568,Base Load,Closed,ACFB 02,Fluidized Bed Boiler,Babcock & Wilcox,PC Dry Bottom MC ESP-CS,700000,lbs/hr,350,1530,PSIG,105,955,deg F,513,,,,,46.866836,-100.883898,0
Footprint Power LLC,Footprint Power LLC,NAES Corporation,Salem Harbor Power Station,Salem,Essex,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1017623,Salem Harbor 02,1007979,Steam Turbine,82,,1-Sep-52,1952,31-Dec-11,Coal Bituminous,Fuel Oil No. 6 Residual,Coal,10484,Base Load,Closed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,RB-103 PC Front-Fired SNCR ESP-CS,650000,lbs/hr,325,1500,PSIG,103,1000,deg F,538,"United Engineers & Constructors, Inc.","United Engineers & Constructors, Inc.",966,,42.52567,-70.87567,0
City of Kansas City,Kansas City Board of Public Utilities,Kansas City Board of Public Utilities,Quindaro Power Station,Kansas City,Wyandotte,KS,Kansas,U.S.A.,Midwest,North America,Power,4911,1017281,Quindaro 01,1006091,Steam Turbine,81.6,,1-May-65,1965,1-Aug-16,Coal Subbituminous,Natural Gas,Coal,10854,Base Load,Closed,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired ESP-CS,575000,lbs/hr,287.5,1400,PSIG,97,1000,deg F,538,Burns & McDonnell,,138,,39.150955,-94.637219,0
Alliant Energy Corporation,Interstate Power and Light Company,Alliant Energy Corporation,Sutherland and Marshalltown Generating Stations,Marshalltown,Marshall,IA,Iowa,U.S.A.,Midwest,North America,Power,4911,1016059,Sutherland 03,1005553,Steam Turbine,81.6,,1-Jan-61,1961,22-Jun-17,Coal Subbituminous,Coal Bituminous,Coal,10500,Base Load,Removed,Boiler 03,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired LNB ESP-CS,575000,lbs/hr,287.5,1700,PSIG,117,1000,deg F,538,,,868,,42.048,-92.863,0
Emera Incorporated,Tampa Electric Company,Tampa Electric Company,Hookers Point Power Station,Tampa,Hillsborough,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1007293,Hookers Point 05,1007766,Steam Turbine,81.6,,1-May-55,1955,1-Jan-01,Fuel Oil No. 6 Residual,,Fuel Oil,16863,Peak Load,Closed,Boiler 05,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,625000,lbs/hr,312.5,,PSIG,,,deg F,,,,,,27.938737,-82.440638,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Waiau Power Station,Pearl City,Honolulu,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1061162,Waiau 07,1030741,Steam Turbine,81.6,,1-Oct-66,1966,,Fuel Oil No. 6 Residual,,Fuel Oil,10892,Base Load,Operational,Boiler 07,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,610000,lbs/hr,305,,PSIG,,,deg F,,,,,,21.38877,-157.960706,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Waiau Power Station,Pearl City,Honolulu,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1061162,Waiau 08,1030742,Steam Turbine,81.6,,1-Nov-68,1968,,Fuel Oil No. 6 Residual,,Fuel Oil,10892,Base Load,Operational,Boiler 08,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,610000,lbs/hr,305,,PSIG,,,deg F,,,,,,21.38877,-157.960706,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Kahe Generating Station,Kekaha,Kauai,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1060593,Kahe 01,1029888,Steam Turbine,81.6,,1-Mar-63,1963,,Fuel Oil No. 6 Residual,,Fuel Oil,10574,Base Load,Operational,Boiler 01,Watertube Boiler,Babcock & Wilcox,Rear-Fired,610000,lbs/hr,305,1800,PSIG,124,1000,deg F,538,Bechtel Corporation,,,,21.356395,-158.128853,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Kahe Generating Station,Kekaha,Kauai,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1060593,Kahe 02,1029893,Steam Turbine,81.6,,1-Sep-64,1964,,Fuel Oil No. 6 Residual,,Fuel Oil,10574,Base Load,Operational,Boiler 02,Watertube Boiler,Babcock & Wilcox,Six Front-Fired Burners FD Fan,610000,lbs/hr,305,1875,PSIG,129,1005,deg F,541,,,,,21.356395,-158.128853,0
NRG Energy Incorporated,Indian River Power LLC,Indian River Power LLC,Indian River Generating Station,Dagsboro,Sussex,DE,Delaware,U.S.A.,Northeast,North America,Power,4931,1515051,Indian River 02,1008232,Steam Turbine,81.6,,1-Nov-58,1958,30-Apr-10,Coal Bituminous,Coal Subbituminous,Coal,12003,Intermediate Load,Closed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB OFA ESP-CS (FGD 2013),650000,lbs/hr,325,1800,PSIG,124,1000,deg F,538,"United Engineers & Constructors, Inc.",,1186,,38.5857,-75.2341,0
NRG Energy Incorporated,Indian River Power LLC,Indian River Power LLC,Indian River Generating Station,Dagsboro,Sussex,DE,Delaware,U.S.A.,Northeast,North America,Power,4931,1515051,Indian River 01,1008230,Steam Turbine,81.6,,1-Nov-57,1957,1-May-11,Coal Bituminous,Coal Subbituminous,Coal,12003,Intermediate Load,Closed,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB OFA LEA ESP-CS (FGD 2012),650000,lbs/hr,325,1800,PSIG,124,1000,deg F,538,"United Engineers & Constructors, Inc.",,1090,,38.5857,-75.2341,0
Commercial Development Company Incorporated,"Environmental Liability Transfer, Incorporated","Environmental Liability Transfer, Incorporated",Fox Lake Power Station,Sherburn,Martin,MN,Minnesota,U.S.A.,Midwest,North America,Power,4911,1506578,Fox Lake 03,1006565,Steam Turbine,81.6,,1-Jun-62,1962,1-Nov-17,Natural Gas,Fuel Oil,Natural Gas,12737,Peak Load,Removed,Boiler 03,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired ESP-CS,525000,lbs/hr,262.5,1450,PSIG,100,1000,deg F,538,,,,,43.6728,-94.7075,0
Iberdrola SA,Rochester Gas & Electric Corporation,Rochester Gas & Electric Corporation,Russell Power Station 7,Rochester,Monroe,NY,New York,U.S.A.,Northeast,North America,Power,4911,1014058,Russell 04,1006159,Steam Turbine,81.6,,1-Apr-57,1957,30-Mar-08,Coal Bituminous,,Coal,10850,Base Load,Removed,Boiler 04,Dry Bottom Boiler,Babcock & Wilcox,PC Tangential-Fired SNCR OFA LNB ESP-CS,560000,lbs/hr,280,1800,PSIG,124,1050,deg F,566,,,250,,43.26861,-77.63222,0
Berkshire Hathaway Incorporated,MidAmerican Energy Company,MidAmerican Energy Company,Walter Scott Jr Energy Center,Council Bluffs,Pottawattamie,IA,Iowa,U.S.A.,Midwest,North America,Power,4911,1014234,Walter Scott Jr 02,1005312,Steam Turbine,81.6,,1-Oct-58,1958,16-Apr-16,Coal Subbituminous,Natural Gas,Coal,10553,Base Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired ESP-HS LNB OFA,630000,lbs/hr,315,1450,PSIG,100,1000,deg F,538,,,935,,41.180119,-95.840657,0
WEC Energy Group,Wisconsin Public Service Corporation,Wisconsin Public Service Corporation,Weston Power Station,Rothschild,Marathon,WI,Wisconsin,U.S.A.,Great Lakes,North America,Power,4911,1012909,Weston 02,1006352,Steam Turbine,81.6,,1-Sep-60,1960,,Coal Subbituminous,Natural Gas,Coal,11056,Peak Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Front-Fired LNB SOFA,600000,lbs/hr,300,1800,PSIG,124,900,deg F,482,,,,,44.8606,-89.6553,0
WEC Energy Group,Wisconsin Public Service Corporation,Wisconsin Public Service Corporation,J P Pulliam Generating Station,Green Bay,Brown,WI,Wisconsin,U.S.A.,Great Lakes,North America,Power,4911,1503912,J P Pulliam 07,1006360,Steam Turbine,81.6,,1-Nov-58,1958,31-Oct-18,Coal Subbituminous,Natural Gas,Coal,11205,Intermediate Load,Closed,Boiler 07,Dry Bottom Boiler,Babcock & Wilcox,PC Rear-Fired LNB ESP-CS FGC OFA,600000,lbs/hr,300,1450,PSIG,100,1000,deg F,538,,,,,44.54056,-88.00833,0
American Electric Power Company Incorporated,AEP Texas North Company,AEP Texas North Company,Oak Creek Power Station,Blackwell,Nolan,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1001883,Oak Creek 01,1004186,Steam Turbine,81.6,,1-Apr-62,1962,15-Dec-02,Natural Gas,Fuel Oil No. 4 Distillate,Natural Gas,12474,Base Load,Removed,Boiler 01,Watertube Boiler,Babcock & Wilcox,Front,525000,lbs/hr,262.5,1450,PSIG,100,1000,deg F,538,,,,,32.047017,-100.292571,0
